kernel_id,depth,projlen,support_width,typical_projlen,surprise,surprise_z,kernel_match,kernel_type
5,37,25,26,89.20117187499994,64.20117187499994,20.381483938206575,False,
5,38,24,25,91.60742187499994,67.60742187499994,21.066409744235912,False,
5,39,24,25,94.00683593749993,70.00683593749993,21.475558860237513,False,
5,40,24,25,96.39941406249989,72.39941406249989,21.934127792153504,False,
5,41,25,26,98.79101562499996,73.79101562499996,21.978730097134576,False,
5,42,24,25,101.18554687499999,77.18554687499999,22.516873629581593,False,
5,43,25,26,103.6181640625001,78.6181640625001,22.548910289400062,False,
5,44,24,25,106.0234374999999,82.0234374999999,23.027556002534737,False,
5,45,23,24,108.44433593750001,85.44433593750001,23.88020484317783,False,
5,46,21,22,110.84765624999996,89.84765624999996,24.82124509844721,False,
5,47,20,21,113.23632812500001,93.23632812500001,25.346084097668637,False,
5,48,19,20,115.6494140624999,96.6494140624999,26.058027838207938,False,
5,49,20,21,118.04589843749994,98.04589843749994,26.11391140777374,False,
5,50,19,20,120.45898437500001,101.45898437500001,26.766717081121296,False,
5,51,18,19,122.888671875,104.888671875,27.571327131978755,False,
5,52,16,17,125.29394531250003,109.29394531250003,28.385131729280932,False,
5,53,15,16,127.70800781250003,112.70800781250003,28.853293322279384,False,
5,54,12,13,130.1005859375003,118.10058593750031,29.90705102035746,False,
5,55,11,12,132.47070312499986,121.47070312499986,30.318517417652327,False,
5,56,8,9,134.888671875,126.888671875,31.415320592409664,False,
5,57,6,7,137.3115234375002,131.3115234375002,32.20466852800269,False,
5,58,4,5,139.7265625,135.7265625,32.86901049887395,False,
5,59,2,3,142.1416015625,140.1416015625,33.446145249386376,False,
5,60,0,1,144.55175781249986,144.55175781249986,34.20587886888593,True,identity
