prime,word_index,kernel_length,prefix_length,precursor_projlen,precursor_identity_defect,power,power_projlen,power_identity_defect,kernel_word_digest,precursor_word_digest,sources,precursor_factor_ids,kernel_factor_ids
3,1748,55,27,4,6,3,1,0,cf792ba0661edc87e28508b13fa61d9c753fd960,43d87aac97552b55cc78c52484be37ca044fb8b3,burau-experiments/src/kernel_db.json,16 2 2 13 11 13 11 16 3 1 4 13 20 13 21 21 10 13 6 6 8 13 11 13 10 2 13,16 2 2 13 11 13 11 16 3 1 4 13 20 13 21 21 10 13 6 6 8 13 11 13 10 2 13 8 2 13 11 13 10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 21 7 21
3,1749,55,1,4,6,3,1,0,1de5e4ce35bb6a21653431a09dc319e96f912bc2,6a5bf6e68f2f29a76063631d3948239674925d43,burau-experiments/src/kernel_db.json,20,20 13 21 10 13 4 13 11 22 17 13 10 2 2 13 8 13 20 17 19 7 4 13 4 13 21 21 7 10 13 11 13 10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 21 7 10
3,1750,55,2,5,9,3,1,0,a1220acdb443580ce27b135b72924945c0b444ab,3a1651f571d3519a1b701fe4c90b4b3030389a42,burau-experiments/src/kernel_db.json,13 1,13 1 4 13 20 13 10 16 2 13 4 13 20 13 7 7 7 10 13 4 13 11 22 17 13 10 2 2 2 13 20 13 10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 7 21
3,1751,55,3,7,18,3,1,0,c45cff9119dc65d1979398e4ccf03ef41a88822c,c8a865e4997be71fbf4bda5cf9242764939b9ac6,burau-experiments/src/kernel_db.json,10 13 4,10 13 4 13 20 13 11 13 4 3 4 13 21 21 20 13 11 16 3 4 13 11 22 13 10 16 2 16 2 13 20 13 10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 7 21
3,1754,55,27,4,6,3,1,0,d9354d60622a16b7e6575acbb69dd1f136a815f4,43d87aac97552b55cc78c52484be37ca044fb8b3,burau-experiments/src/kernel_db.json,16 2 2 13 11 13 11 16 3 1 4 13 20 13 21 21 10 13 6 6 8 13 11 13 10 2 13,16 2 2 13 11 13 11 16 3 1 4 13 20 13 21 21 10 13 6 6 8 13 11 13 10 2 13 8 16 13 20 13 10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 7 7
3,1755,55,23,10,28,3,1,0,17e6127107b4e86bae29d0a9c23eec7c358a1ebf,10d61f265f9ba1f638880382ffc1c2e20e1ff2e2,burau-experiments/src/kernel_db.json,16 13 21 11 13 10 16 13 4 13 7 20 13 21 10 16 13 8 16 13 7 11 13,16 13 21 11 13 10 16 13 4 13 7 20 13 21 10 16 13 8 16 13 7 11 13 10 13 4 13 10 2 13 11 13 10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 21 7 21
3,1758,55,8,16,41,3,1,0,e354f8574c0a25f25f3e6f1fe95a77da1adca4b6,2c187c28bd9e55ab7679fcf996c383198f8b4c3c,burau-experiments/src/kernel_db.json,21 11 22 13 10 13 8 13,21 11 22 13 10 13 8 13 7 21 20 13 10 13 8 16 16 16 13 11 13 10 13 6 6 8 13 21 10 13 11 13 10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 21 7 10
3,1759,55,3,7,18,3,1,0,fcba064615370d39f127caefe76ce62a659d2e42,c8a865e4997be71fbf4bda5cf9242764939b9ac6,burau-experiments/src/kernel_db.json,10 13 4,10 13 4 13 20 13 11 13 4 3 4 13 21 21 20 13 11 16 3 4 13 11 22 13 10 16 2 16 16 2 13 20 13 20 16 12 8 13 7 11 13 10 13 8 2 13 20 17 13 10 13 4 13 7 7
3,1760,55,27,4,6,3,1,0,9697386203b06ec90d2fe5589554c3c8fedbbeff,d175e573f85bb69a7e52b3c4e2c081b3427474f1,burau-experiments/src/kernel_db.json,2 2 13 11 22 17 13 10 13 4 13 21 20 13 7 21 21 10 13 8 13 20 15 21 7 4 13,2 2 13 11 22 17 13 10 13 4 13 21 20 13 7 21 21 10 13 8 13 20 15 21 7 4 13 4 2 2 13 11 13 11 16 3 4 13 7 20 13 10 13 4 2 13 11 22 13 10 13 8 13 7 21
3,1765,55,1,4,6,3,1,0,e9eb5361685cff5f36a662e1f34bcd0feda3ddd1,6a5bf6e68f2f29a76063631d3948239674925d43,burau-experiments/src/kernel_db.json,20,20 13 7 10 16 13 8 13 11 13 10 13 10 2 13 8 16 13 11 13 7 10 13 4 2 13 7 7 10 2 13 11 13 11 16 3 4 13 7 20 13 10 13 4 2 13 11 22 13 10 13 8 13 7 10
3,1766,55,1,4,6,3,1,0,b6f39688afe4b3ca7ccbc57a93fab1ea61253408,6a5bf6e68f2f29a76063631d3948239674925d43,burau-experiments/src/kernel_db.json,20,20 3 4 16 13 11 13 10 13 8 16 13 21 11 5 19 7 10 13 4 13 11 13 7 10 2 13 4 2 16 13 20 13 20 16 12 8 13 7 11 13 10 13 8 2 13 20 17 13 10 13 4 13 21 21
3,1767,55,33,10,30,3,1,0,51e17814d6385dab8d31d35ffad418f31b5e7b66,0860b472574e262a220764d0adb62e9226242163,burau-experiments/src/kernel_db.json,22 15 21 10 13 8 13 20 13 11 16 2 2 3 1 4 2 13 11 13 10 13 8 13 11 22 17 2 13 11 13 10 13,22 15 21 10 13 8 13 20 13 11 16 2 2 3 1 4 2 13 11 13 10 13 8 13 11 22 17 2 13 11 13 10 13 8 16 13 21 11 13 10 16 16 13 4 13 11 13 7 10 2 13 4 13 7 21
3,1768,55,27,4,6,3,1,0,1b98156403f716f933329ffa7005c9c2a25e3dda,43d87aac97552b55cc78c52484be37ca044fb8b3,burau-experiments/src/kernel_db.json,16 2 2 13 11 13 11 16 3 1 4 13 20 13 21 21 10 13 6 6 8 13 11 13 10 2 13,16 2 2 13 11 13 11 16 3 1 4 13 20 13 21 21 10 13 6 6 8 13 11 13 10 2 13 8 2 13 21 11 13 10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 7 21
3,1771,55,2,5,9,3,1,0,fba0c0fb59c51a8a611531e449cc0ea2006a5c75,a048967fe1d940697e5e486dd26a401b88c5aca0,burau-experiments/src/kernel_db.json,13 6,13 6 8 13 11 13 10 16 2 13 8 13 11 13 7 7 7 10 13 8 13 20 17 22 13 10 2 2 16 13 21 11 13 10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 7 7
3,1772,55,1,4,6,3,1,0,bd178485ff494b1f0a86b1b5b6bd1529e40e9714,6a5bf6e68f2f29a76063631d3948239674925d43,burau-experiments/src/kernel_db.json,20,20 13 7 10 16 13 8 13 11 13 10 13 10 2 13 8 16 13 11 13 7 10 13 4 2 13 7 7 10 13 21 11 13 10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 7 10
3,1772,55,48,14,41,3,1,0,bd178485ff494b1f0a86b1b5b6bd1529e40e9714,9911c8ee652844df1b4b01613b7fc6b3729cd854,burau-experiments/src/kernel_db.json,20 13 7 10 16 13 8 13 11 13 10 13 10 2 13 8 16 13 11 13 7 10 13 4 2 13 7 7 10 13 21 11 13 10 13 4 13 7 11 13 10 2 2 13 4 13 20 13,20 13 7 10 16 13 8 13 11 13 10 13 10 2 13 8 16 13 11 13 7 10 13 4 2 13 7 7 10 13 21 11 13 10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 7 10
3,1773,55,27,4,6,3,1,0,c4042d6bfb3c207b2f4f73c2bbcbe88036c1f808,91efb01c9ecf05b59e9487d30934f16ec7c2c8ec,burau-experiments/src/kernel_db.json,2 13 10 13 20 13 10 13 4 16 13 7 11 13 7 7 10 2 13 4 13 7 11 13 10 16 13,2 13 10 13 20 13 10 13 4 16 13 7 11 13 7 7 10 2 13 4 13 7 11 13 10 16 13 8 2 13 21 20 13 10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 7 21
3,1775,55,1,4,6,3,1,0,9323560d6551927779f2520aae5e7962e01b1959,6a5bf6e68f2f29a76063631d3948239674925d43,burau-experiments/src/kernel_db.json,20,20 3 4 16 13 11 13 10 13 8 16 13 21 11 5 19 7 10 13 4 13 11 13 7 10 2 13 4 2 16 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20 15 7 8 13 8 13 21 21
3,1775,55,39,15,45,3,1,0,9323560d6551927779f2520aae5e7962e01b1959,12bff4b86096419907424856b44a73310bd39f36,burau-experiments/src/kernel_db.json,20 3 4 16 13 11 13 10 13 8 16 13 21 11 5 19 7 10 13 4 13 11 13 7 10 2 13 4 2 16 13 20 13 10 13 1 4 13 21,20 3 4 16 13 11 13 10 13 8 16 13 21 11 5 19 7 10 13 4 13 11 13 7 10 2 13 4 2 16 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20 15 7 8 13 8 13 21 21
3,1776,55,1,4,6,3,1,0,7e8d18ef9248436417025af2c40f2e1679023720,6a5bf6e68f2f29a76063631d3948239674925d43,burau-experiments/src/kernel_db.json,20,20 3 4 16 13 11 13 10 13 8 16 13 21 11 5 19 7 10 13 4 13 11 13 7 10 2 13 4 16 16 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13 21 7
3,1777,55,25,7,16,3,1,0,9c1c97bb6d25674ca9368c0b55b8fc8f820dd85c,e5b047f1f9796ff35984e4c06cf883ea072786b1,burau-experiments/src/kernel_db.json,21 20 16 12 8 13 11 13 20 13 6 8 12 8 13 21 20 13 10 13 6 8 13 20 15,21 20 16 12 8 13 11 13 20 13 6 8 12 8 13 21 20 13 10 13 6 8 13 20 15 7 8 16 2 16 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20 15 7 8 13 8 13 21 21
3,1777,55,39,15,45,3,1,0,9c1c97bb6d25674ca9368c0b55b8fc8f820dd85c,a8f27ccbb4524e0c2ead02be282ce2ad478d339b,burau-experiments/src/kernel_db.json,21 20 16 12 8 13 11 13 20 13 6 8 12 8 13 21 20 13 10 13 6 8 13 20 15 7 8 16 2 16 13 20 13 10 13 1 4 13 21,21 20 16 12 8 13 11 13 20 13 6 8 12 8 13 21 20 13 10 13 6 8 13 20 15 7 8 16 2 16 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20 15 7 8 13 8 13 21 21
3,1779,55,39,15,45,3,1,0,93a9054f5d29dbcd08725807ce639976fc85029b,83431e121a7242d8d83812aab043bc2377440562,burau-experiments/src/kernel_db.json,2 2 13 21 11 13 10 16 13 4 13 7 20 13 21 21 10 2 13 4 13 7 11 13 10 16 13 8 2 16 13 11 13 10 13 6 8 13 21,2 2 13 21 11 13 10 16 13 4 13 7 20 13 21 21 10 2 13 4 13 7 11 13 10 16 13 8 2 16 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13 21 21
3,1780,55,39,15,45,3,1,0,c80729ddffe4b4a4665bb970631e38da5e977148,c7e3bbfaf1e4bf42cd245289e29d151ff0c771c2,burau-experiments/src/kernel_db.json,22 15 21 10 13 8 13 20 13 11 16 2 2 3 1 4 2 13 11 13 10 13 8 13 11 22 17 2 2 16 13 11 13 10 13 6 8 13 21,22 15 21 10 13 8 13 20 13 11 16 2 2 3 1 4 2 13 11 13 10 13 8 13 11 22 17 2 2 16 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13 21 21
3,1782,55,25,7,16,3,1,0,db9bd2af04d6a2705905296c77f2d9cc872febce,e5b047f1f9796ff35984e4c06cf883ea072786b1,burau-experiments/src/kernel_db.json,21 20 16 12 8 13 11 13 20 13 6 8 12 8 13 21 20 13 10 13 6 8 13 20 15,21 20 16 12 8 13 11 13 20 13 6 8 12 8 13 21 20 13 10 13 6 8 13 20 15 7 8 16 2 16 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13 21 21
3,1782,55,39,15,45,3,1,0,db9bd2af04d6a2705905296c77f2d9cc872febce,e937c94711be4ed606ca42b43512b7c822d90564,burau-experiments/src/kernel_db.json,21 20 16 12 8 13 11 13 20 13 6 8 12 8 13 21 20 13 10 13 6 8 13 20 15 7 8 16 2 16 13 11 13 10 13 6 8 13 21,21 20 16 12 8 13 11 13 20 13 6 8 12 8 13 21 20 13 10 13 6 8 13 20 15 7 8 16 2 16 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13 21 21
3,1786,55,23,10,28,3,1,0,43a3ccb6f62ac4c65d8ae733b8ccc6d3b3e4d656,10d61f265f9ba1f638880382ffc1c2e20e1ff2e2,burau-experiments/src/kernel_db.json,16 13 21 11 13 10 16 13 4 13 7 20 13 21 10 16 13 8 16 13 7 11 13,16 13 21 11 13 10 16 13 4 13 7 20 13 21 10 16 13 8 16 13 7 11 13 10 13 4 13 10 2 2 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20 15 7 8 13 8 13 7 21
3,1787,55,27,4,6,3,1,0,1745f918a25331b8ef1e78b0664a4b3e3acb2237,91efb01c9ecf05b59e9487d30934f16ec7c2c8ec,burau-experiments/src/kernel_db.json,2 13 10 13 20 13 10 13 4 16 13 7 11 13 7 7 10 2 13 4 13 7 11 13 10 16 13,2 13 10 13 20 13 10 13 4 16 13 7 11 13 7 7 10 2 13 4 13 7 11 13 10 16 13 8 2 2 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13 7 21
3,1788,55,5,10,28,3,1,0,2286b5ef6438c5c65fad8c3ff59fbcded35f9626,5af95896208da66e46421a5d71d89a66358123a2,burau-experiments/src/kernel_db.json,10 13 20 13 10,10 13 20 13 10 13 4 16 13 7 11 13 7 10 2 13 8 16 13 11 13 7 10 13 4 2 13 7 10 2 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13 7 10
3,1792,55,11,17,47,3,1,0,60e54c8baf877b4a2444e43060633a33d2b47291,392d1ec69055d0fb047626c41ed2fd0717cfd93f,burau-experiments/src/kernel_db.json,21 10 13 6 6 8 13 11 13 10 16,21 10 13 6 6 8 13 11 13 10 16 16 16 13 8 13 20 13 21 7 10 13 8 13 20 17 13 21 10 2 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20 15 7 8 13 8 13 7 10
3,1793,55,1,4,6,3,1,0,a7649b8978048c74d4c33f3d8775d129961089bb,6a5bf6e68f2f29a76063631d3948239674925d43,burau-experiments/src/kernel_db.json,20,20 13 7 10 16 13 8 13 11 13 10 13 10 2 13 8 16 13 11 13 7 10 13 4 2 13 7 7 10 2 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13 7 10
3,1794,55,2,5,9,3,1,0,946543d7573da4f9d7bc150941ed899a8c23e964,a048967fe1d940697e5e486dd26a401b88c5aca0,burau-experiments/src/kernel_db.json,13 6,13 6 8 13 11 13 10 16 2 13 8 13 11 13 7 7 7 10 13 8 13 20 17 22 13 10 2 2 16 2 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13 7 7
3,1795,55,23,10,28,3,1,0,4f468eeb53554ed8b826b5a4eb04388b35301a6f,10d61f265f9ba1f638880382ffc1c2e20e1ff2e2,burau-experiments/src/kernel_db.json,16 13 21 11 13 10 16 13 4 13 7 20 13 21 10 16 13 8 16 13 7 11 13,16 13 21 11 13 10 16 13 4 13 7 20 13 21 10 16 13 8 16 13 7 11 13 10 13 4 13 10 2 2 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13 7 21
3,1796,55,27,4,6,3,1,0,28dfccc7c73bcce6e906b98b93ec1cec6eb7e5f6,43d87aac97552b55cc78c52484be37ca044fb8b3,burau-experiments/src/kernel_db.json,16 2 2 13 11 13 11 16 3 1 4 13 20 13 21 21 10 13 6 6 8 13 11 13 10 2 13,16 2 2 13 11 13 11 16 3 1 4 13 20 13 21 21 10 13 6 6 8 13 11 13 10 2 13 8 16 2 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20 15 7 8 13 8 13 7 7
3,1798,55,1,4,6,3,1,0,6189b10e8bda8ba289fb9228c3bff7dedc05126e,6a5bf6e68f2f29a76063631d3948239674925d43,burau-experiments/src/kernel_db.json,20,20 13 21 10 13 4 13 11 22 17 13 10 2 2 13 8 13 20 17 19 7 4 13 4 13 21 21 7 10 2 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20 15 7 8 13 8 13 7 10
3,1801,55,5,10,29,3,1,0,dc04bc8f5866a02ac689ac46d82fa28ca3547335,3f9fae3f5b92de1cdce6edd3de073289e6dba268,burau-experiments/src/kernel_db.json,10 13 11 13 10,10 13 11 13 10 13 8 16 13 7 20 13 7 10 2 13 4 16 13 20 13 7 10 13 8 2 13 7 21 10 13 4 13 11 13 21 10 13 1 4 13 20 13 10 13 10 13 8 13 20 15 7 8 2 2
3,1802,55,11,17,47,3,1,0,1e4734a1fe272b0138926742479f7c510271e1df,392d1ec69055d0fb047626c41ed2fd0717cfd93f,burau-experiments/src/kernel_db.json,21 10 13 6 6 8 13 11 13 10 16,21 10 13 6 6 8 13 11 13 10 16 16 16 13 8 13 20 13 21 7 10 13 8 13 20 17 13 21 21 10 13 8 13 20 13 21 10 13 6 8 13 11 13 10 13 10 13 4 13 11 19 7 4 2 2
3,1805,55,11,17,47,3,1,0,e9acbc220f9de25518c2e00880e52f678fc341ad,392d1ec69055d0fb047626c41ed2fd0717cfd93f,burau-experiments/src/kernel_db.json,21 10 13 6 6 8 13 11 13 10 16,21 10 13 6 6 8 13 11 13 10 16 16 16 13 8 13 20 13 21 7 10 13 8 13 20 17 13 21 10 13 4 16 13 11 13 10 13 8 13 11 22 17 22 13 10 13 4 13 20 13 20 16 16 13 4
3,1806,55,5,10,29,3,1,0,0a2512fcd930c963cdfa182ce5eccc32072cdbe3,3f9fae3f5b92de1cdce6edd3de073289e6dba268,burau-experiments/src/kernel_db.json,10 13 11 13 10,10 13 11 13 10 13 8 16 13 7 20 13 7 10 2 13 4 16 13 20 13 7 10 13 8 2 13 7 10 13 6 8 13 20 13 10 13 8 13 7 20 17 13 7 10 13 4 13 11 13 20 16 2 13 8
3,1807,55,25,7,19,3,1,0,b8bda9ca0ba6859e9f26e60db470f3aecd58d103,fdd45aab82390f10e4189bc237ee818d08279acb,burau-experiments/src/kernel_db.json,7 7 7 10 13 8 13 20 17 22 13 10 2 2 13 1 4 13 20 13 10 16 2 13 4,7 7 7 10 13 8 13 20 17 22 13 10 2 2 13 1 4 13 20 13 10 16 2 13 4 13 20 13 10 13 4 16 13 11 13 10 13 8 13 11 22 17 22 13 10 13 4 13 20 13 20 16 16 13 4
3,1809,24,19,10,31,3,1,0,8c9abd6932b4fa2eeaa52e9977aaf54d225ab0f5,6252c74b2975476280318b5102ab1943f79a15ae,burau-experiments/src/kernel_db.json,17 12 8 13 7 11 13 10 13 8 2 13 20 17 13 10 13 4 13,17 12 8 13 7 11 13 10 13 8 2 13 20 17 13 10 13 4 13 10 13 20 13 10
3,1810,24,19,10,30,3,1,0,120e1c6edc60cb0ead159cee7ceba0b9f456bca2,35a3058da505969a11811bfc6a1c4f3833d1f447,burau-experiments/src/kernel_db.json,22 3 4 13 7 20 13 10 13 4 2 13 11 22 13 10 13 8 13,22 3 4 13 7 20 13 10 13 4 2 13 11 22 13 10 13 8 13 10 13 11 13 10
3,1811,24,2,5,9,3,1,0,90d5a4541ba663e0620e0d18c57c886f03c67afa,3a1651f571d3519a1b701fe4c90b4b3030389a42,burau-experiments/src/kernel_db.json,13 1,13 1 4 2 13 20 13 10 13 1 4 2 13 20 13 10 13 1 4 2 13 20 13 10
3,1811,24,8,16,45,3,1,0,90d5a4541ba663e0620e0d18c57c886f03c67afa,698a5b7f9e0c2d19da45b5971ef03fd9c2f3a22c,burau-experiments/src/kernel_db.json,13 1 4 2 13 20 13 10,13 1 4 2 13 20 13 10 13 1 4 2 13 20 13 10 13 1 4 2 13 20 13 10
3,1811,24,16,16,55,3,1,0,90d5a4541ba663e0620e0d18c57c886f03c67afa,4ee9040836c67780017b212dd4ef5a856a5913f7,burau-experiments/src/kernel_db.json,13 1 4 2 13 20 13 10 13 1 4 2 13 20 13 10,13 1 4 2 13 20 13 10 13 1 4 2 13 20 13 10 13 1 4 2 13 20 13 10
3,1812,24,2,5,9,3,1,0,e98c3d0dbba329a347e485fdfad2b3eea3f1988b,a048967fe1d940697e5e486dd26a401b88c5aca0,burau-experiments/src/kernel_db.json,13 6,13 6 8 2 13 11 13 10 13 6 8 2 13 11 13 10 13 6 8 2 13 11 13 10
3,1812,24,8,16,48,3,1,0,e98c3d0dbba329a347e485fdfad2b3eea3f1988b,4feb2d27b98f497e7ba6519dbadd6481b4f6a77a,burau-experiments/src/kernel_db.json,13 6 8 2 13 11 13 10,13 6 8 2 13 11 13 10 13 6 8 2 13 11 13 10 13 6 8 2 13 11 13 10
3,1812,24,16,16,54,3,1,0,e98c3d0dbba329a347e485fdfad2b3eea3f1988b,7ca16d664f575a700b448529657b049bf3148a91,burau-experiments/src/kernel_db.json,13 6 8 2 13 11 13 10 13 6 8 2 13 11 13 10,13 6 8 2 13 11 13 10 13 6 8 2 13 11 13 10 13 6 8 2 13 11 13 10
3,1815,24,3,7,19,3,1,0,b6fade0da00b33e6631d45fc382e172830908ccd,c7504ef99e1846425562c03b632fe715ac6ea65d,burau-experiments/src/kernel_db.json,13 4 13,13 4 13 21 21 20 13 10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16
3,1816,24,1,4,6,3,1,0,0649c4f809e1ea3b13c2b5f49490e6673f315f94,49534dfdc210b9c6555711fc3d2cad114ce99ea0,burau-experiments/src/kernel_db.json,19,19 8 13 7 11 13 10 13 8 2 13 20 17 13 10 13 4 13 10 13 20 13 10 13
3,1816,24,19,10,28,3,1,0,0649c4f809e1ea3b13c2b5f49490e6673f315f94,0b6bcad37e053cb4e6d284bdff373dc36dbad404,burau-experiments/src/kernel_db.json,19 8 13 7 11 13 10 13 8 2 13 20 17 13 10 13 4 13 10,19 8 13 7 11 13 10 13 8 2 13 20 17 13 10 13 4 13 10 13 20 13 10 13
3,1817,24,1,4,7,3,1,0,1f6dc92cd6ef2e453a5f262a3b38e416b461f52c,017b8eb844dab061e9f59139c768b7604775262b,burau-experiments/src/kernel_db.json,15,15 4 13 7 20 13 10 13 4 2 13 11 22 13 10 13 8 13 10 13 11 13 10 13
3,1817,24,19,10,29,3,1,0,1f6dc92cd6ef2e453a5f262a3b38e416b461f52c,37c1a0ed097ac0881f82afb61e8e3670cb2ce422,burau-experiments/src/kernel_db.json,15 4 13 7 20 13 10 13 4 2 13 11 22 13 10 13 8 13 10,15 4 13 7 20 13 10 13 4 2 13 11 22 13 10 13 8 13 10 13 11 13 10 13
3,1818,24,19,10,29,3,1,0,c55dcd88ae0b84f17060cb0a1726b232e5918d4d,4bc968e7d6a89cc2e34ec8c9a984a6b4cd93348a,burau-experiments/src/kernel_db.json,8 2 2 13 20 13 7 10 13 8 13 20 13 21 21 10 13 4 16,8 2 2 13 20 13 7 10 13 8 13 20 13 21 21 10 13 4 16 13 11 13 10 13
3,1819,24,8,16,39,3,1,0,601c73da14f2b4c035929a38446881148cec5a2a,44660814cdcfe5e565aa013375d021d930bff987,burau-experiments/src/kernel_db.json,6 8 2 13 11 13 10 13,6 8 2 13 11 13 10 13 6 8 2 13 11 13 10 13 6 8 2 13 11 13 10 13
3,1819,24,16,16,44,3,1,0,601c73da14f2b4c035929a38446881148cec5a2a,cb078325bad1e8ebb10fb136b4fcf446ce880750,burau-experiments/src/kernel_db.json,6 8 2 13 11 13 10 13 6 8 2 13 11 13 10 13,6 8 2 13 11 13 10 13 6 8 2 13 11 13 10 13 6 8 2 13 11 13 10 13
3,1819,24,19,10,29,3,1,0,601c73da14f2b4c035929a38446881148cec5a2a,9b508e724f259882996954f7ffb0e87f91ce6e78,burau-experiments/src/kernel_db.json,6 8 2 13 11 13 10 13 6 8 2 13 11 13 10 13 6 8 2,6 8 2 13 11 13 10 13 6 8 2 13 11 13 10 13 6 8 2 13 11 13 10 13
3,1820,24,8,16,40,3,1,0,ba073d7aa55678ca69b1aa3747391f34887a5611,3289402ac1feea4ed7803e988d1348e25afa0107,burau-experiments/src/kernel_db.json,1 4 2 13 20 13 10 13,1 4 2 13 20 13 10 13 1 4 2 13 20 13 10 13 1 4 2 13 20 13 10 13
3,1820,24,16,16,46,3,1,0,ba073d7aa55678ca69b1aa3747391f34887a5611,9f2fe180a49d02ed5ad75f9280fd4524ca77f6db,burau-experiments/src/kernel_db.json,1 4 2 13 20 13 10 13 1 4 2 13 20 13 10 13,1 4 2 13 20 13 10 13 1 4 2 13 20 13 10 13 1 4 2 13 20 13 10 13
3,1820,24,19,10,28,3,1,0,ba073d7aa55678ca69b1aa3747391f34887a5611,1cab746c3506022836cd838084a11f5ecbcc5c48,burau-experiments/src/kernel_db.json,1 4 2 13 20 13 10 13 1 4 2 13 20 13 10 13 1 4 2,1 4 2 13 20 13 10 13 1 4 2 13 20 13 10 13 1 4 2 13 20 13 10 13
3,1826,24,8,14,38,3,1,0,e5dfce5b4eee62d36f251871714f6860f116b145,07e650b7aec097bafba33f433dd2096808c2aba4,burau-experiments/src/kernel_db.json,4 2 13 20 13 10 13 1,4 2 13 20 13 10 13 1 4 2 13 20 13 10 13 1 4 2 13 20 13 10 13 1
3,1826,24,16,14,42,3,1,0,e5dfce5b4eee62d36f251871714f6860f116b145,e493d53a6716932ea72c88dde74e34dcd57b1542,burau-experiments/src/kernel_db.json,4 2 13 20 13 10 13 1 4 2 13 20 13 10 13 1,4 2 13 20 13 10 13 1 4 2 13 20 13 10 13 1 4 2 13 20 13 10 13 1
3,1826,24,22,5,11,3,1,0,e5dfce5b4eee62d36f251871714f6860f116b145,4ba5bc35f2efd17cd42b0d24603a7a2f5dad0e65,burau-experiments/src/kernel_db.json,4 2 13 20 13 10 13 1 4 2 13 20 13 10 13 1 4 2 13 20 13 10,4 2 13 20 13 10 13 1 4 2 13 20 13 10 13 1 4 2 13 20 13 10 13 1
3,1830,24,3,7,21,3,1,0,4e5ae6c91ef194f44d75d7575b2a9fca5306fea7,35bd25d464875d6f2980dca644c38d6932978426,burau-experiments/src/kernel_db.json,13 8 13,13 8 13 11 13 7 11 16 3 4 13 20 13 10 13 10 13 4 13 11 22 13 10 2
3,1831,24,8,14,40,3,1,0,237c8108fdfbfe4d5a48b46226dfa5b692b7a33d,7a9487059aeb0f348f49a5d0bba8c2c5bbfe2f6a,burau-experiments/src/kernel_db.json,1 4 13 20 13 10 2 13,1 4 13 20 13 10 2 13 1 4 13 20 13 10 2 13 1 4 13 20 13 10 2 13
3,1831,24,16,14,41,3,1,0,237c8108fdfbfe4d5a48b46226dfa5b692b7a33d,bfc1745498f1835cb0ed9b6e9008b083e55b4df0,burau-experiments/src/kernel_db.json,1 4 13 20 13 10 2 13 1 4 13 20 13 10 2 13,1 4 13 20 13 10 2 13 1 4 13 20 13 10 2 13 1 4 13 20 13 10 2 13
3,1832,24,8,14,39,3,1,0,24b7552c36d5191302d5b12f0ac209f2844d5792,0487d093003089f654222988c09cadd24bf9c7bd,burau-experiments/src/kernel_db.json,6 8 13 11 13 10 2 13,6 8 13 11 13 10 2 13 6 8 13 11 13 10 2 13 6 8 13 11 13 10 2 13
