parent_id,action,child_id
275,2,4523
276,1,390
276,18,605
276,4,782
277,13,1558
277,12,2701
277,3,4176
277,2,5430
277,16,6464
278,18,842
278,1,1723
278,4,2163
279,18,1529
279,4,2075
279,1,2536
280,6,587
280,9,916
280,8,1223
281,18,480
281,4,614
281,1,745
282,4,3721
282,9,5857
282,6,8517
283,11,852
283,21,1516
283,9,2090
283,18,2640
283,4,3190
283,10,3738
283,7,4243
283,8,4859
283,1,5364
283,20,5892
283,6,6462
284,13,484
284,16,616
284,2,724
284,3,923
284,12,1187
285,3,3243
285,14,6388
285,8,8591
286,13,1012
286,16,2040
286,12,2964
286,2,3756
286,3,4461
287,13,2267
287,16,3764
287,3,4710
287,2,6141
287,12,7394
288,18,1762
288,4,3039
288,1,4181
289,8,708
289,9,955
289,6,1308
290,1,3567
290,4,6910
290,18,9575
291,16,601
291,2,950
291,3,1305
291,13,1658
291,12,1991
292,18,1420
292,1,1953
292,4,2543
293,9,1282
293,6,1884
293,8,2481
294,18,1478
294,1,2208
294,4,2976
295,2,1820
295,13,3161
295,16,4370
295,12,5447
295,3,6767
296,18,5400
296,1,7666
297,16,627
297,3,962
297,12,1337
297,2,1646
297,13,1954
298,4,1779
298,1,3251
298,18,4748
299,8,1132
299,6,1462
299,9,2117
300,18,2512
300,4,3683
300,1,4937
301,2,894
301,3,1551
301,16,2430
301,13,2957
301,12,3530
302,2,1117
302,13,2141
302,16,2516
302,3,3219
302,12,3920
303,16,517
303,3,1008
303,13,1338
303,12,1671
303,2,1892
304,18,1485
304,10,2776
304,21,4054
304,4,5218
304,1,6387
304,11,7595
304,9,9025
305,8,704
305,6,834
305,9,1165
306,4,1621
306,18,2321
306,1,2827
307,16,1824
307,12,3211
307,13,4202
307,2,5191
307,3,6182
308,8,1579
308,6,2105
308,9,2853
309,4,4887
309,19,7306
310,18,3455
310,4,6865
311,16,4140
311,13,6316
311,12,8980
312,2,884
312,16,1326
312,13,1814
312,12,2412
312,3,2898
313,13,752
313,3,1064
313,12,1393
313,2,1743
313,16,1965
314,6,1135
314,8,1729
314,9,2325
315,2,2129
315,3,2988
315,16,3383
315,13,4680
315,12,5936
316,13,673
316,2,895
316,3,1227
316,12,1512
316,16,1864
317,8,1195
317,9,1787
317,6,2513
318,1,459
318,7,853
318,11,1137
318,18,1419
318,4,1750
318,21,2102
318,9,2408
318,8,2804
318,10,3069
318,6,3398
318,20,3750
319,18,1416
319,1,2162
319,4,2625
320,2,1425
320,3,2197
320,16,2680
320,12,3406
320,13,4087
321,16,1293
321,13,1888
321,12,2504
321,2,3099
321,3,3671
322,11,3775
322,7,6214
322,10,8390
323,12,1574
323,13,1769
323,2,3065
323,16,3788
323,3,4535
324,17,1397
324,14,2692
324,15,4099
324,13,5439
324,6,7090
324,16,8278
324,9,9378
325,2,722
325,12,1250
325,3,1803
325,13,2353
325,16,2904
326,10,4388
326,7,7070
327,1,1253
327,4,1848
327,18,2177
328,1,4694
328,11,7887
328,18,9559
329,6,678
329,8,1076
329,9,1407
330,13,5055
330,16,7759
331,6,1497
331,8,2245
331,9,2971
332,13,1631
332,16,2817
332,12,4049
332,3,5171
332,2,6337
333,6,2577
333,8,3237
333,9,4472
334,4,1084
334,9,1592
334,20,2146
334,8,2744
334,6,3137
334,18,3774
334,7,4391
334,10,4873
334,21,5468
334,11,5886
334,1,6525
335,3,998
335,13,1656
335,2,1877
335,12,2429
335,16,2981
336,20,576
336,21,979
336,10,1178
336,9,1642
336,7,1841
336,11,2106
336,6,2434
336,1,2762
336,18,3092
336,8,3424
336,4,3754
337,18,873
337,4,1446
337,1,1842
338,15,3943
338,6,6100
338,8,9272
339,1,1331
339,4,1528
339,18,2584
340,4,650
340,1,845
340,18,1309
341,9,679
341,8,1119
341,6,1274
342,9,1492
342,6,2965
342,8,4396
343,2,1307
343,3,2097
343,12,2820
343,16,3526
343,13,3967
344,13,563
344,2,864
344,12,1216
344,3,1550
344,16,1855
345,2,1594
345,12,2324
345,16,2874
345,13,3577
345,3,4589
346,1,2055
346,18,3765
346,4,4711
347,8,937
347,9,1537
347,6,2130
348,3,2116
348,13,3308
348,2,4520
348,16,5949
348,12,6916
349,3,1869
349,12,2793
349,16,3783
349,2,4708
349,13,5499
350,4,4386
350,1,6322
350,18,9713
351,16,1054
351,13,1648
351,12,2242
351,2,2836
351,3,3432
352,11,1733
352,1,3426
352,4,4878
352,9,6088
352,10,7057
352,6,8024
352,20,9476
353,7,3543
353,1,6403
353,6,8559
354,18,3433
354,4,6340
354,1,8494
355,2,4185
355,19,7549
356,6,688
356,9,1040
356,8,1348
357,1,917
357,4,1468
357,18,2017
358,4,4043
358,1,7674
359,4,1818
359,18,3203
359,1,4195
360,3,1237
360,13,2317
360,2,2801
360,16,3527
360,12,4272
361,2,1042
361,13,1612
361,12,2142
361,3,2694
361,16,3223
362,1,1372
362,4,1948
362,18,2561
363,8,1421
363,6,2415
363,9,3405
364,16,954
364,13,1376
364,3,2052
364,12,2604
364,2,3042
365,4,3216
365,1,6585
365,18,9245
366,6,830
366,8,1472
366,9,1913
367,1,1571
367,4,2786
367,18,3973
368,9,695
368,8,1047
368,6,1403
369,3,2646
369,12,3875
369,2,5086
369,16,6252
369,13,7374
370,4,1567
370,1,2336
370,18,3066
371,13,501
371,16,966
371,3,1298
371,2,1694
371,12,1891
372,8,1203
372,9,1906
372,6,2587
373,4,1319
373,18,1912
373,1,2308
374,12,3778
374,13,7693
375,12,1455
375,13,1937
375,16,2664
375,3,3390
375,2,4094
376,18,2113
376,1,3544
376,4,4754
377,12,1212
377,2,2137
377,13,2599
377,16,3545
377,3,4296
378,1,629
378,4,850
378,18,1402
379,1,1106
379,18,1440
379,4,1924
380,9,1765
380,11,3417
380,7,4382
380,8,5594
380,20,6849
380,18,8038
380,6,8983
381,16,1669
381,12,2131
381,3,2592
381,13,3362
381,2,4109
382,12,647
382,2,918
382,13,1113
382,16,1442
382,3,1908
383,7,4141
383,10,5593
383,6,8254
384,16,1262
384,13,1664
384,3,2459
384,12,3054
384,2,3647
385,9,1353
385,6,2562
385,8,3795
385,14,5004
385,3,6324
385,17,7425
385,13,8633
385,15,9953
386,4,755
386,18,1088
386,1,1417
387,11,3182
387,4,5599
387,21,8258
388,6,1207
388,8,1605
388,9,2200
389,13,720
389,12,982
389,2,1289
389,3,1618
389,16,1816
390,18,1204
390,1,1800
390,4,2438
391,4,1639
391,18,2337
391,1,3109
392,4,922
392,1,1518
392,18,2111
393,9,1677
393,8,2138
393,6,2844
394,16,1775
394,3,2958
394,2,4188
394,12,5156
394,13,6366
395,9,1164
395,6,1865
395,8,2522
396,16,967
396,12,1495
396,13,2088
396,3,2682
396,2,3277
397,13,3104
397,2,7437
397,16,8845
398,8,3015
398,4,6405
398,21,8604
399,18,1146
399,4,1938
399,1,2665
400,4,510
400,18,843
400,1,1199
401,9,2258
401,6,3491
401,8,4920
402,8,1214
402,9,1859
402,6,2610
403,8,711
403,9,1062
403,6,1418
404,16,4979
404,13,6651
404,2,8893
405,13,1698
405,12,2427
405,3,3129
405,2,3855
405,16,4604
406,12,1795
406,13,3181
406,16,4106
406,2,5097
406,3,6087
407,3,4418
407,16,7564
408,3,713
408,12,909
408,16,1242
408,13,1443
408,2,1905
409,18,1483
409,8,2800
409,4,4209
409,9,5221
409,20,6561
409,1,7728
409,21,8938
410,4,1976
410,18,2769
410,1,3363
411,8,1759
411,10,2728
411,21,4573
411,18,5693
411,20,6550
411,9,7673
411,7,8971
412,12,1396
412,3,1926
412,16,2517
412,13,3112
412,2,3706
413,4,1010
413,18,1606
413,1,2199
414,17,3287
414,3,6212
414,13,8921
415,16,1139
415,3,1857
415,12,2623
415,13,3592
415,2,4337
416,9,1306
